review_id,product_id,customer_id,rating,review_text,review_date,verified_purchase
RV5295135,P970852,10275855,1,Color looks great,2024-11-03,No
RV1684806,P052981,81541038,5,Color looks great,2024-02-15,No
RV9470188,P654448,92698377,5,Very good quality,2024-08-24,No
RV7487636,P713794,84228607,1,Very good quality,2024-12-11,Yes
RV8718842,P822810,87517027,4,Not satisfied with material,2024-08-09,No
RV4558712,P499356,11876621,1,Not satisfied with material,2024-01-29,No
RV8911617,P299514,50150747,4,Exceeded expectations,2024-12-23,No
RV5352154,P617913,98913270,4,Exceeded expectations,2024-02-06,No
RV6854525,P459196,19985899,2,Very good quality,2024-04-29,No
RV1902502,P724144,29206445,5,Not satisfied with material,2024-10-29,No
RV8622904,P946863,38377479,2,Average product,2024-02-12,Yes
RV9277037,P482588,20519243,1,Very good quality,2024-04-01,Yes
RV9171728,P389894,73892573,4,Color looks great,2024-11-23,No
RV6175858,P775029,41261936,2,Color looks great,2024-01-02,No
RV3275807,P705050,49097008,1,Value for money,2024-02-23,No
RV6353749,P468459,93794630,2,Exceeded expectations,2024-04-08,No
RV2545245,P397093,22697681,4,Average product,2024-10-12,Yes
RV3921726,P806076,86235530,3,Highly recommended,2024-11-19,No
RV8016358,P018540,40512545,1,Size was perfect,2024-12-22,Yes
RV5769920,P866862,89045368,1,Exceeded expectations,2024-12-23,No
RV7323520,P329163,21710009,2,Size was perfect,2024-05-28,Yes
RV8936837,P277225,43176875,4,Value for money,2024-01-13,No
RV7011556,P423238,61799186,2,Worth the price,2024-01-13,Yes
RV1409349,P997695,75666700,4,Color looks great,2024-02-21,Yes
RV8710798,P860233,73840428,4,Highly recommended,2024-07-04,No
RV7817016,P544565,59222519,5,Color looks great,2024-08-07,No
RV1801166,P084787,99143920,1,Value for money,2024-06-18,Yes
RV8446102,P191309,81624798,4,Value for money,2024-11-30,Yes
RV3923862,P727638,86257630,4,Very good quality,2024-01-07,Yes
RV7207275,P342437,82069457,3,Color looks great,2024-08-25,Yes
RV8022801,P209466,56134729,4,Color looks great,2024-03-17,No
RV2118407,P359782,40186811,3,Value for money,2024-06-13,No
RV4349578,P184430,80806218,4,Value for money,2024-12-12,Yes
RV1790893,P050936,47253013,1,Very good quality,2025-01-15,Yes
RV8236389,P866862,13491164,4,Poor stitching,2024-09-08,No
RV6164463,P364512,48620199,5,Value for money,2024-02-23,Yes
RV9823698,P212808,19178379,4,Size was perfect,2024-08-03,Yes
RV2775172,P931809,72632722,1,Poor stitching,2024-04-17,No
RV2930445,P089897,25620380,2,Average product,2024-07-27,Yes
RV8872512,P550033,50378338,3,Not satisfied with material,2024-04-04,Yes
RV3522918,P535478,44080577,1,Highly recommended,2024-02-15,No
RV2911017,P393818,95010990,3,Value for money,2024-01-11,No
RV9529162,P331144,91212937,3,Worth the price,2024-10-15,No
RV6212104,P660230,73998060,1,Value for money,2024-01-11,No
RV1894319,P717587,98712712,3,Average product,2024-07-11,Yes
RV3334098,P418334,93682737,4,Poor stitching,2024-07-09,No
RV4032096,P744516,53227183,3,Highly recommended,2024-12-10,Yes
RV3572066,P136998,16248498,3,Value for money,2024-03-12,No
RV9983138,P785514,72937177,2,Poor stitching,2024-05-02,No
RV8049995,P988484,99002720,2,Average product,2024-04-09,Yes
RV1877087,P898674,91526070,2,Not satisfied with material,2024-07-07,Yes
RV4455731,P493252,57509539,1,Exceeded expectations,2025-01-01,Yes
RV4323084,P894406,37100021,5,Average product,2024-05-29,Yes
RV2117932,P385725,26740336,3,Value for money,2024-07-11,Yes
RV5274536,P708679,19322036,3,Not satisfied with material,2024-12-29,Yes
RV8573264,P143790,92530048,5,Worth the price,2024-08-19,No
RV2414245,P806973,23011670,1,Highly recommended,2024-02-05,Yes
RV4836042,P483892,22406725,2,Not satisfied with material,2024-05-21,Yes
RV9735300,P361312,87404988,5,Color looks great,2024-05-22,No
RV8795417,P125417,46786808,3,Not satisfied with material,2025-02-04,No
RV1726061,P838640,83909368,2,Poor stitching,2024-03-21,No
RV6779825,P992795,21525488,5,Very good quality,2024-08-08,No
RV6088657,P642591,23844835,5,Very good quality,2024-03-05,Yes
RV7328376,P711532,49758973,5,Average product,2024-10-24,Yes
RV8446507,P797621,20230852,2,Average product,2024-01-27,No
RV2072572,P572989,55839760,3,Exceeded expectations,2024-08-24,Yes
RV6889551,P602279,40423706,4,Worth the price,2024-02-28,No
RV5405704,P674546,94691860,5,Average product,2024-08-30,Yes
RV1552459,P129492,98855777,5,Very good quality,2024-02-12,Yes
RV8182310,P730872,48239876,2,Highly recommended,2024-11-29,Yes
RV5696671,P708798,35312962,4,Average product,2024-05-11,No
RV7660527,P457887,70267899,4,Worth the price,2025-01-21,Yes
RV9878925,P383378,97820088,5,Value for money,2024-09-25,No
RV9708819,P991233,65592466,3,Exceeded expectations,2025-01-29,No
RV2584090,P690423,41629248,1,Poor stitching,2024-03-11,No
RV1075166,P083610,62296242,4,Worth the price,2024-10-30,Yes
RV3517319,P374365,68614498,2,Average product,2024-04-08,Yes
RV5001003,P545012,74373426,1,Worth the price,2024-08-27,No
RV3548637,P160139,40921421,3,Highly recommended,2024-06-03,Yes
RV7762195,P927381,33872271,3,Value for money,2024-06-01,Yes
RV5165900,P138275,63497255,5,Highly recommended,2024-11-10,Yes
RV5311075,P230021,65693288,3,Not satisfied with material,2024-07-09,No
RV7360840,P790838,79778167,3,Exceeded expectations,2024-06-04,No
RV8243139,P978129,87370136,5,Worth the price,2024-05-26,No
RV5663145,P767333,51602345,1,Poor stitching,2024-11-06,Yes
RV2072639,P193571,39727748,4,Poor stitching,2024-09-22,No
RV5049943,P484803,52703607,1,Worth the price,2024-12-07,No
RV9927719,P059547,61235709,1,Color looks great,2024-07-06,Yes
RV4812000,P657829,27028259,2,Worth the price,2024-08-06,Yes
RV2425881,P590902,78410780,2,Poor stitching,2024-08-14,No
RV5017286,P715151,51894899,2,Not satisfied with material,2024-04-02,Yes
RV8370485,P156022,13555264,3,Average product,2024-01-21,No
RV5348491,P338440,49130345,3,Size was perfect,2024-08-28,Yes
RV9384245,P022306,31975572,3,Exceeded expectations,2024-07-17,No
RV3952528,P661508,87476523,2,Color looks great,2024-02-02,Yes
RV6847754,P304631,39763653,3,Exceeded expectations,2024-01-31,No
RV5679139,P960112,53960557,4,Worth the price,2024-11-11,Yes
RV6095910,P783341,19085893,3,Very good quality,2024-10-08,No
RV2234956,P793818,69455511,5,Size was perfect,2024-08-12,Yes
RV3428228,P370354,17665347,2,Exceeded expectations,2024-12-02,No
RV7057549,P780473,87435952,4,Very good quality,2024-04-13,No
RV1922873,P346696,88030291,3,Highly recommended,2024-12-18,No
RV6693859,P693421,88665489,5,Average product,2025-01-10,No
RV5028539,P438916,42423099,4,Value for money,2024-10-12,Yes
RV9664640,P397331,46020775,5,Worth the price,2024-06-07,Yes
RV8838147,P732683,31801329,4,Highly recommended,2024-02-24,Yes
RV7593313,P162705,25192811,4,Poor stitching,2024-02-18,Yes
RV2811130,P714711,93000584,3,Value for money,2024-06-14,Yes
RV9342097,P323211,93109519,5,Exceeded expectations,2024-11-18,Yes
RV3695010,P781098,93873083,2,Color looks great,2024-06-24,Yes
RV7191500,P875284,27973579,4,Average product,2024-02-12,Yes
RV6326951,P746375,20748531,2,Highly recommended,2024-11-14,No
RV1117638,P336108,20067215,4,Poor stitching,2024-04-03,Yes
RV7111147,P696023,37593767,3,Very good quality,2024-06-09,No
RV7202973,P353764,72085499,1,Exceeded expectations,2024-08-21,No
RV1013648,P350773,84026259,2,Color looks great,2024-12-15,Yes
RV9972725,P343534,33867460,3,Value for money,2024-01-28,No
RV3691082,P342612,28510257,5,Value for money,2025-01-01,Yes
RV3822121,P056826,38095164,3,Average product,2024-10-21,No
RV7562541,P840929,70703161,5,Value for money,2024-01-18,No
RV2083746,P236015,16687270,5,Size was perfect,2025-01-03,Yes
RV2269295,P880720,68840735,4,Poor stitching,2024-10-31,Yes
RV6385497,P080821,35736555,3,Exceeded expectations,2024-03-19,No
RV2356894,P152422,90381785,4,Poor stitching,2024-02-11,No
RV1488302,P679359,40545613,3,Value for money,2024-03-21,Yes
RV8050548,P558720,89406637,2,Color looks great,2024-04-19,No
RV3901653,P645341,20828048,1,Not satisfied with material,2024-02-27,No
RV2480976,P924537,25498825,3,Value for money,2024-06-14,No
RV9864160,P759711,29923014,5,Size was perfect,2024-08-27,No
RV5701994,P938356,34015717,1,Exceeded expectations,2024-01-28,Yes
RV5848197,P522472,33224229,1,Worth the price,2024-04-04,No
RV2417527,P248585,19847410,2,Worth the price,2024-06-08,Yes
RV4949308,P730109,20515791,1,Average product,2024-02-22,No
RV6702201,P220793,14691067,1,Very good quality,2025-01-20,No
RV9053136,P623648,48533089,3,Very good quality,2024-12-23,Yes
RV9774923,P587407,65160800,2,Highly recommended,2024-06-21,Yes
RV5064628,P594182,38885419,1,Average product,2025-01-18,Yes
RV4465766,P920487,64267769,1,Value for money,2024-06-12,No
RV6225121,P503288,62412586,2,Very good quality,2024-11-10,No
RV2915792,P487369,53245622,5,Average product,2024-11-07,Yes
RV9520871,P159293,24942255,3,Average product,2024-04-08,No
RV4286775,P160935,38255865,5,Highly recommended,2024-07-07,No
RV8659897,P651654,38202377,5,Exceeded expectations,2025-02-01,Yes
RV1659115,P831564,41006532,1,Not satisfied with material,2024-03-24,Yes
RV1734304,P056912,88814958,4,Very good quality,2024-11-25,No
RV9397967,P412016,93074762,4,Size was perfect,2025-01-18,No
RV6083755,P255916,98313971,4,Highly recommended,2024-05-20,No
RV2520156,P597666,67104015,2,Very good quality,2024-02-21,Yes
RV6243859,P225119,95692695,1,Value for money,2025-02-01,Yes
RV3932416,P641765,32956416,2,Very good quality,2024-11-03,Yes
RV2195789,P132668,82645760,2,Very good quality,2024-10-25,Yes
RV8934227,P226299,64531859,3,Very good quality,2024-09-07,Yes
RV6413955,P873157,35232004,4,Average product,2024-02-29,No
RV7139194,P211582,15680488,3,Worth the price,2024-07-12,Yes
RV7757842,P069137,23452429,1,Value for money,2024-10-07,Yes
RV6611889,P396557,32281372,2,Highly recommended,2024-01-15,No
RV5509277,P777781,41693958,2,Size was perfect,2024-01-15,Yes
RV2599189,P979804,72972754,5,Highly recommended,2025-02-03,Yes
RV6470752,P603595,17106430,5,Poor stitching,2024-02-07,Yes
RV4427273,P563416,70715561,4,Poor stitching,2024-07-10,No
RV3043540,P649187,73101789,5,Poor stitching,2024-09-16,Yes
RV2757151,P144688,22314059,2,Worth the price,2024-10-16,Yes
RV1605277,P295082,82072697,1,Size was perfect,2024-03-15,No
RV1602058,P781705,27395013,3,Color looks great,2024-02-28,Yes
RV2472556,P499708,58553404,3,Very good quality,2024-02-23,Yes
RV6676061,P281457,62066803,3,Size was perfect,2024-01-13,No
RV5837403,P361526,74646553,4,Exceeded expectations,2024-08-15,Yes
RV3422504,P020749,51402154,3,Very good quality,2024-06-29,Yes
RV3819154,P419624,37762083,4,Worth the price,2024-09-24,Yes
RV8745572,P776681,14777199,2,Highly recommended,2024-01-01,No
RV3494745,P907848,71156052,1,Average product,2025-01-21,Yes
RV5745379,P165662,99909155,2,Poor stitching,2024-12-04,No
RV9483014,P022891,43668109,4,Very good quality,2025-01-03,No
RV5888303,P742250,89621116,1,Worth the price,2024-01-19,Yes
RV3688781,P235072,69932178,3,Very good quality,2024-06-24,No
RV1941724,P160935,25581642,1,Size was perfect,2024-02-14,Yes
RV7628145,P856418,80527017,1,Value for money,2024-12-28,Yes
RV5710914,P242942,61084497,5,Very good quality,2024-10-09,Yes
RV3119771,P203376,67681525,5,Color looks great,2024-03-29,No
RV8379645,P491320,85187498,4,Not satisfied with material,2024-01-19,Yes
RV3900126,P064536,33880172,5,Size was perfect,2024-03-12,No
RV4229230,P962152,40567407,4,Exceeded expectations,2024-09-27,No
RV8576740,P366814,19281847,5,Poor stitching,2024-12-14,Yes
RV8475460,P779701,51511271,5,Exceeded expectations,2024-06-05,No
RV4011577,P213249,51318508,1,Worth the price,2024-11-23,Yes
RV8674783,P745167,74965135,3,Color looks great,2024-09-09,No
RV4145406,P151435,21099719,1,Worth the price,2024-03-01,No
RV4646583,P109037,50793718,2,Very good quality,2024-01-08,No
RV9304628,P543541,52982653,3,Value for money,2024-10-07,Yes
RV8634563,P222016,70275019,5,Value for money,2024-08-14,No
RV2048577,P718042,94992846,3,Size was perfect,2024-04-07,Yes
RV9475050,P846793,73025212,4,Very good quality,2024-04-06,Yes
RV8175988,P701619,27215107,2,Very good quality,2024-09-21,Yes
RV4657900,P309462,20738113,5,Color looks great,2024-02-24,No
RV8117716,P086695,43621769,3,Very good quality,2024-06-18,Yes
RV7845067,P606937,90468615,2,Worth the price,2025-01-08,No
RV7204215,P054376,70967337,3,Very good quality,2024-02-25,No
RV1369385,P402836,86112967,3,Not satisfied with material,2024-06-29,No
RV8044683,P740141,37293572,4,Size was perfect,2024-09-12,No
RV4581272,P795289,58085497,5,Average product,2024-10-20,Yes
RV8666228,P281723,57765443,4,Poor stitching,2024-11-14,Yes
RV6714051,P307320,43301799,1,Very good quality,2024-03-02,Yes
RV7557396,P838173,63810899,2,Not satisfied with material,2024-05-09,No
RV1370863,P314121,57804228,3,Not satisfied with material,2024-11-04,No
RV4486695,P824769,51673257,2,Highly recommended,2024-03-31,No
RV9110536,P735542,49735910,5,Very good quality,2024-07-08,Yes
RV3932698,P636097,20895512,4,Highly recommended,2024-01-17,Yes
RV1969716,P828826,62410561,4,Very good quality,2024-04-07,Yes
RV8893086,P030642,37355909,5,Value for money,2024-09-05,No
RV1589257,P194199,74294356,2,Not satisfied with material,2024-09-26,No
RV8510736,P957673,94330455,2,Worth the price,2024-03-13,No
RV7515970,P842001,67153777,1,Color looks great,2024-11-24,Yes
RV9116645,P397331,82192604,5,Worth the price,2024-07-02,No
RV3492173,P130220,67387581,5,Worth the price,2024-03-14,Yes
RV6935669,P435581,37020944,3,Very good quality,2024-12-20,Yes
RV1614326,P841288,28236724,4,Poor stitching,2024-07-25,Yes
RV9274050,P069988,63551879,2,Value for money,2024-12-07,Yes
RV7741144,P136953,50573194,5,Size was perfect,2024-08-20,Yes
RV4694549,P762771,91526070,5,Highly recommended,2024-08-15,Yes
RV7636923,P723305,19068007,4,Average product,2025-01-12,No
RV5856759,P047168,23438102,5,Very good quality,2024-07-18,No
RV9920776,P690177,51894899,3,Color looks great,2024-05-06,Yes
RV8357439,P546927,23432442,5,Very good quality,2024-11-22,Yes
RV7292685,P060281,82944480,1,Highly recommended,2024-04-06,No
RV5035880,P654694,87436157,4,Very good quality,2024-12-10,No
RV1462429,P161721,46068210,5,Value for money,2024-04-12,Yes
RV7038319,P501292,42604198,3,Value for money,2024-04-07,No
RV1806903,P491209,74729615,4,Value for money,2024-10-14,Yes
RV3897925,P936928,30869881,2,Very good quality,2024-07-26,No
RV2447190,P559777,19585349,2,Exceeded expectations,2024-04-30,No
RV2947279,P728831,11280763,2,Value for money,2024-02-28,No
RV3599595,P867896,56385935,5,Exceeded expectations,2024-07-29,Yes
RV9351771,P510066,67459311,5,Color looks great,2024-11-18,Yes
RV5417353,P627283,85407469,4,Worth the price,2024-04-11,No
RV2031823,P444512,75269564,3,Value for money,2024-01-03,Yes
RV3126110,P170653,24912328,4,Value for money,2024-11-27,Yes
RV6684193,P204005,39995029,1,Highly recommended,2024-04-18,No
RV3090111,P575663,81406571,2,Very good quality,2024-03-28,Yes
RV9147369,P450235,36087907,3,Very good quality,2024-09-12,No
RV8219618,P440753,67741919,4,Highly recommended,2024-12-15,No
RV7990318,P408261,12451718,3,Poor stitching,2024-10-05,No
RV3888939,P240604,75269564,2,Average product,2024-03-21,Yes
RV2902640,P904214,59585463,5,Size was perfect,2024-06-28,No
RV2784603,P817258,25940815,5,Poor stitching,2024-04-24,Yes
RV5035971,P668931,19724075,5,Very good quality,2024-05-01,Yes
RV7315310,P965824,11840956,5,Highly recommended,2024-02-11,Yes
RV2254805,P568270,41339329,1,Not satisfied with material,2024-02-15,No
RV5800916,P383521,75964778,3,Exceeded expectations,2025-01-06,Yes
RV9592164,P026303,46163292,2,Highly recommended,2024-06-10,No
RV7072048,P383424,92359639,4,Worth the price,2024-03-13,Yes
RV4800747,P874631,18312455,1,Average product,2025-01-27,Yes
RV3541717,P343159,37427347,3,Size was perfect,2024-06-15,Yes
RV1821841,P282120,92808177,1,Value for money,2024-09-01,No
RV4985414,P242781,65814439,3,Color looks great,2024-04-01,Yes
RV5772078,P256249,52523738,4,Not satisfied with material,2024-12-23,No
RV2538135,P133318,66953811,1,Exceeded expectations,2024-12-05,No
RV5165532,P062696,93054997,3,Highly recommended,2024-04-13,No
RV2958342,P561273,50104981,2,Exceeded expectations,2024-06-17,Yes
RV1219439,P237095,54134753,5,Worth the price,2024-08-12,Yes
RV2855229,P565502,80427507,2,Size was perfect,2024-10-14,Yes
RV4098165,P374397,60182270,5,Not satisfied with material,2025-01-28,Yes
RV3756256,P080986,49129876,2,Size was perfect,2024-11-08,No
RV4648128,P451519,47416356,2,Very good quality,2024-10-19,No
RV9595183,P422726,10080691,3,Poor stitching,2024-09-09,Yes
RV8159679,P903230,18938807,2,Average product,2024-02-25,Yes
RV3621842,P141571,96807728,5,Size was perfect,2024-05-07,Yes
RV8503517,P899585,38545537,1,Poor stitching,2024-05-20,No
RV7419226,P633943,16367465,3,Exceeded expectations,2024-10-03,No
RV6312108,P779450,63143622,3,Not satisfied with material,2024-10-25,No
RV7278130,P554457,90059787,2,Value for money,2024-09-19,Yes
RV8666508,P310357,90898967,5,Average product,2024-01-18,No
RV2358094,P081615,40154713,2,Highly recommended,2025-01-06,No
RV3845714,P585295,26542995,5,Size was perfect,2024-01-18,No
RV9285452,P029855,81624798,3,Very good quality,2024-06-05,No
RV3235653,P066142,17281448,1,Poor stitching,2024-01-25,Yes
RV1485165,P978852,31284127,1,Average product,2024-05-25,Yes
RV8934919,P313085,84968248,1,Very good quality,2024-01-14,Yes
RV3576859,P685237,39462166,2,Size was perfect,2024-04-29,No
RV4697209,P721616,75568161,3,Exceeded expectations,2024-07-10,Yes
RV6355401,P268919,16602475,1,Average product,2024-01-15,Yes
RV5058943,P528893,90775419,1,Not satisfied with material,2024-01-08,No
RV1955706,P669530,27737611,5,Color looks great,2024-05-20,No
RV9373344,P558520,10548215,4,Very good quality,2024-01-20,No
RV4628285,P881285,38144879,4,Exceeded expectations,2024-09-22,No
RV7397928,P159652,38764664,2,Exceeded expectations,2025-01-10,Yes
RV1236297,P883210,69596577,3,Poor stitching,2024-10-02,Yes
RV2745623,P632221,80575202,1,Value for money,2024-08-06,Yes
RV8512470,P006143,27814049,1,Color looks great,2024-01-24,No
RV6748885,P349484,90659895,1,Color looks great,2024-02-12,Yes
RV4953105,P185762,99429220,5,Highly recommended,2024-04-27,No
RV8268029,P023247,21131538,5,Average product,2024-02-09,No
RV5444112,P462833,84381412,2,Color looks great,2024-07-28,Yes
RV5566591,P828648,53153478,1,Size was perfect,2024-12-29,No
RV2934194,P997372,12936060,3,Poor stitching,2024-03-30,Yes
RV2686831,P383024,37387621,1,Not satisfied with material,2024-09-03,Yes
RV4759950,P229163,79300520,3,Poor stitching,2024-09-06,Yes
RV1121965,P526318,58763893,3,Worth the price,2024-01-29,Yes
RV4326261,P242942,70943704,3,Exceeded expectations,2024-06-16,No
RV3010671,P835435,95538185,1,Very good quality,2024-03-06,No
